sentiment,id,subject
positive,228201632901496832,bale
neutral,228205722234658816,bale
positive,228205722234658816,bale
positive,228205722234658816,bale
neutral,228375411069943810,bale
neutral,228375411069943810,bale
positive,228375411069943810,bale
neutral,228205281992138752,bale
neutral,228205281992138752,bale
neutral,228205281992138752,bale
neutral,229245683037782016,bale
neutral,229245683037782016,bale
neutral,229245683037782016,bale
positive,229621434044018688,bale
positive,229621434044018688,bale
positive,229621434044018688,bale
neutral,228174437080514561,bale
neutral,228174437080514561,bale
neutral,228174437080514561,bale
positive,229355330520363008,bale
positive,229355330520363008,bale
positive,229355330520363008,bale
positive,228195983257923584,bale
neutral,228195983257923584,bale
neutral,228195983257923584,bale
neutral,228197371551576064,bale
neutral,228197371551576064,bale
neutral,228197371551576064,bale
positive,228266153884147712,bale
neutral,228266153884147712,bale
neutral,228266153884147712,bale
positive,228302392419041280,bale
positive,228302392419041280,bale
positive,228302392419041280,bale
positive,228179692400803840,bale
positive,228179692400803840,bale
positive,228179692400803840,bale
neutral,228382319151566848,bale
positive,228382319151566848,bale
positive,228382319151566848,bale
positive,228167206054285312,bale
positive,228167206054285312,bale
positive,228167206054285312,bale
neutral,228281290984660992,bale
neutral,228281290984660992,bale
neutral,228281290984660992,bale
positive,228219957916344320,bale
positive,228219957916344320,bale
positive,228219957916344320,bale
positive,229131233291010048,bale
positive,229131233291010048,bale
positive,229131233291010048,bale
neutral,228558198876020737,bale
neutral,228558198876020737,bale
neutral,228558198876020737,bale
positive,228228115539841024,bale
neutral,228228115539841024,bale
neutral,228228115539841024,bale
positive,228311145956646912,bale
neutral,228311145956646912,bale
neutral,228311145956646912,bale
neutral,228502184260685825,bale
positive,228502184260685825,bale
positive,228502184260685825,bale
positive,229071707560873985,bale
negative,229071707560873985,bale
negative,229071707560873985,bale
positive,228267533881446400,bale
positive,228267533881446400,bale
positive,228267533881446400,bale
positive,228200794107834368,bale
negative,228200794107834368,bale
neutral,228200794107834368,bale
positive,228432265103933440,bale
positive,228432265103933440,bale
positive,228432265103933440,bale
positive,228361293176913920,bale
positive,228361293176913920,bale
positive,228361293176913920,bale
positive,228218191942393856,bale
positive,228218191942393856,bale
neutral,228218191942393856,bale
neutral,228194825487392769,bale
neutral,228194825487392769,bale
neutral,228194825487392769,bale
negative,229061473622704129,bale
neutral,229061473622704129,bale
negative,229061473622704129,bale
positive,228412774278123521,bale
positive,228412774278123521,bale
positive,228412774278123521,bale
positive,228310068234440704,bale
positive,228310068234440704,bale
positive,228310068234440704,bale
neutral,228184134382669824,bale
neutral,228184134382669824,bale
neutral,228184134382669824,bale
neutral,228260180985528320,bale
positive,228260180985528320,bale
neutral,228260180985528320,bale
positive,228507582157946881,bale
positive,228507582157946881,bale
neutral,228507582157946881,bale
positive,228275519488139264,bale
neutral,228275519488139264,bale
positive,228275519488139264,bale
positive,228189008038076417,bale
positive,228189008038076417,bale
neutral,228189008038076417,bale
neutral,228183085416579073,bale
positive,228183085416579073,bale
positive,228183085416579073,bale
positive,228237284611346433,bale
neutral,228237284611346433,bale
positive,228237284611346433,bale
neutral,228259283635150848,bale
neutral,228259283635150848,bale
neutral,228259283635150848,bale
neutral,228168170773565441,bale
neutral,228168170773565441,bale
neutral,228168170773565441,bale
neutral,229335814507732993,bale
neutral,229335814507732993,bale
neutral,229335814507732993,bale
positive,228307476188131328,bale
positive,228307476188131328,bale
positive,228307476188131328,bale
positive,228307476188131328,bale
positive,228438891928109059,bale
positive,228438891928109059,bale
positive,228438891928109059,bale
positive,228490293303975936,bale
positive,228490293303975936,bale
positive,228490293303975936,bale
neutral,228173203665731584,bale
neutral,228173203665731584,bale
neutral,228173203665731584,bale
neutral,228197124045676545,bale
neutral,228197124045676545,bale
neutral,228197124045676545,bale
neutral,229373160494100480,bale
neutral,229373160494100480,bale
neutral,229373160494100480,bale
positive,228187888200843264,bale
positive,228187888200843264,bale
positive,228187888200843264,bale
neutral,228223300470439936,bale
positive,228223300470439936,bale
neutral,228223300470439936,bale
neutral,228615820333436929,bale
neutral,228615820333436929,bale
neutral,228615820333436929,bale
positive,228185115505872896,bale
positive,228185115505872896,bale
positive,228185115505872896,bale
positive,228316053640454145,bale
positive,228316053640454145,bale
positive,228316053640454145,bale
positive,228249657476800513,bale
positive,228249657476800513,bale
positive,228249657476800513,bale
neutral,228205135183093761,bale
neutral,228205135183093761,bale
neutral,228205135183093761,bale
positive,228268913601957889,bale
positive,228268913601957889,bale
positive,228268913601957889,bale
positive,228270063071928320,bale
positive,228270063071928320,bale
positive,228270063071928320,bale
positive,228230716142522368,bale
positive,228230716142522368,bale
positive,228230716142522368,bale
positive,228204606637879296,bale
positive,228204606637879296,bale
positive,228204606637879296,bale
positive,228221492826083328,bale
neutral,228221492826083328,bale
neutral,228221492826083328,bale
positive,228177763218124800,bale
positive,228177763218124800,bale
positive,228177763218124800,bale
neutral,228639459514650624,bale
neutral,228639459514650624,bale
neutral,228639459514650624,bale
neutral,228249749843738625,bale
positive,228249749843738625,bale
positive,228249749843738625,bale
positive,228971677629968384,bale
positive,228971677629968384,bale
positive,228971677629968384,bale
neutral,228419442969804800,bale
positive,228419442969804800,bale
positive,228419442969804800,bale
neutral,228173426181935106,bale
neutral,228173426181935106,bale
neutral,228173426181935106,bale
neutral,228555392966328322,bale
neutral,228555392966328322,bale
neutral,228555392966328322,bale
neutral,228251108831813632,bale
neutral,228251108831813632,bale
neutral,228251108831813632,bale
positive,228213398024904704,bale
positive,228213398024904704,bale
positive,228213398024904704,bale
positive,228269874097569793,bale
positive,228269874097569793,bale
positive,228269874097569793,bale
positive,228494458008772609,bale
positive,228494458008772609,bale
positive,228494458008772609,bale
neutral,228768560279863296,bale
neutral,228768560279863296,bale
neutral,228768560279863296,bale
positive,228266602762752000,bale
positive,228266602762752000,bale
positive,228266602762752000,bale
neutral,228242242274459648,bale
neutral,228242242274459648,bale
neutral,228242242274459648,bale
neutral,228248302683049984,bale
neutral,228248302683049984,bale
neutral,228248302683049984,bale
positive,228173258409795585,bale
positive,228173258409795585,bale
positive,228173258409795585,bale
neutral,228790601179623425,bale
positive,228790601179623425,bale
neutral,228790601179623425,bale
negative,228224600964751362,bale
negative,228224600964751362,bale
negative,228224600964751362,bale
neutral,228267781076959232,bale
positive,228267781076959232,bale
neutral,228267781076959232,bale
positive,228267781076959232,bale
neutral,228182385072693248,bale
positive,228182385072693248,bale
positive,228182385072693248,bale
neutral,228271740537671681,bale
positive,228271740537671681,bale
neutral,228271740537671681,bale
neutral,228199472608464897,bale
positive,228199472608464897,bale
positive,228199472608464897,bale
neutral,228190174109134849,bale
neutral,228190174109134849,bale
neutral,228190174109134849,bale
positive,228256418975846400,bale
positive,228256418975846400,bale
positive,228256418975846400,bale
neutral,228273204492394496,bale
neutral,228273204492394496,bale
neutral,228273204492394496,bale
positive,228308122043813888,bale
positive,228308122043813888,bale
positive,228308122043813888,bale
positive,228242762229751808,bale
positive,228242762229751808,bale
positive,228242762229751808,bale
neutral,229066414286319617,dc-comics
neutral,229066414286319617,dc-comics
neutral,229066414286319617,dc-comics
neutral,228730329077256192,dc-comics
neutral,228730329077256192,dc-comics
neutral,228730329077256192,dc-comics
neutral,228924613277667328,dc-comics
neutral,228924613277667328,dc-comics
neutral,228924613277667328,dc-comics
neutral,228653933789331456,dc-comics
neutral,228653933789331456,dc-comics
neutral,228653933789331456,dc-comics
neutral,228561814483505152,dc-comics
neutral,228561814483505152,dc-comics
neutral,228561814483505152,dc-comics
positive,228420210791706624,dc-comics
neutral,228420210791706624,dc-comics
positive,228420210791706624,dc-comics
neutral,226272949404053505,dc-comics
neutral,226272949404053505,dc-comics
neutral,226272949404053505,dc-comics
positive,228261485724438528,dc-comics
positive,228261485724438528,dc-comics
positive,228261485724438528,dc-comics
neutral,228537030269886464,dc-comics
neutral,228537030269886464,dc-comics
neutral,228537030269886464,dc-comics
neutral,229282500688609280,dc-comics
neutral,229282500688609280,dc-comics
neutral,229282500688609280,dc-comics
neutral,228893143620255744,dc-comics
neutral,228893143620255744,dc-comics
neutral,228893143620255744,dc-comics
neutral,226286194923814912,dc-comics
negative,226286194923814912,dc-comics
neutral,226286194923814912,dc-comics
neutral,228669708847689729,dc-comics
neutral,228669708847689729,dc-comics
neutral,228669708847689729,dc-comics
neutral,229190784044392448,dc-comics
negative,229190784044392448,dc-comics
neutral,229190784044392448,dc-comics
neutral,228520139698618368,dc-comics
neutral,228520139698618368,dc-comics
neutral,228520139698618368,dc-comics
neutral,226292117381730304,dc-comics
neutral,226292117381730304,dc-comics
neutral,226292117381730304,dc-comics
neutral,228613119348469760,dc-comics
neutral,228613119348469760,dc-comics
neutral,228613119348469760,dc-comics
neutral,228613119348469760,dc-comics
neutral,229713457069576194,dc-comics
neutral,229713457069576194,dc-comics
positive,229713457069576194,dc-comics
neutral,228961179387715585,dc-comics
neutral,228961179387715585,dc-comics
neutral,228961179387715585,dc-comics
neutral,228938639055388672,dc-comics
neutral,228938639055388672,dc-comics
neutral,228938639055388672,dc-comics
neutral,228938639055388672,dc-comics
negative,228587974319824896,dc-comics
neutral,228587974319824896,dc-comics
neutral,228587974319824896,dc-comics
neutral,229093727610761216,dc-comics
neutral,229093727610761216,dc-comics
neutral,229093727610761216,dc-comics
neutral,226289525108928512,dc-comics
neutral,226289525108928512,dc-comics
negative,226289525108928512,dc-comics
neutral,226301604926738432,dc-comics
neutral,226301604926738432,dc-comics
negative,226301604926738432,dc-comics
neutral,228456705267224576,dc-comics
neutral,228456705267224576,dc-comics
neutral,228456705267224576,dc-comics
neutral,228608371207569408,dc-comics
neutral,228608371207569408,dc-comics
neutral,228608371207569408,dc-comics
neutral,226257140833193984,dc-comics
neutral,226257140833193984,dc-comics
neutral,226257140833193984,dc-comics
neutral,228729335157231616,dc-comics
neutral,228729335157231616,dc-comics
neutral,228729335157231616,dc-comics
neutral,228729335157231616,dc-comics
neutral,228872675337052160,dc-comics
neutral,228872675337052160,dc-comics
neutral,228872675337052160,dc-comics
neutral,229245574015229952,dc-comics
neutral,229245574015229952,dc-comics
neutral,229245574015229952,dc-comics
neutral,229096470882705408,dc-comics
neutral,229096470882705408,dc-comics
neutral,229096470882705408,dc-comics
neutral,228164945357963264,dc-comics
neutral,228164945357963264,dc-comics
neutral,228164945357963264,dc-comics
negative,228984399117557760,dc-comics
negative,228984399117557760,dc-comics
neutral,228984399117557760,dc-comics
neutral,228274362183200769,fbi
neutral,228274362183200769,fbi
neutral,228274362183200769,fbi
neutral,226293232991096832,fbi
neutral,226293232991096832,fbi
neutral,226293232991096832,fbi
neutral,228502653695557632,fbi
neutral,228502653695557632,fbi
neutral,228502653695557632,fbi
neutral,226301784921092097,fbi
neutral,226301784921092097,fbi
neutral,226301784921092097,fbi
neutral,228360739361009665,fbi
neutral,228360739361009665,fbi
neutral,228360739361009665,fbi
neutral,226264950908280833,fbi
neutral,226264950908280833,fbi
negative,226264950908280833,fbi
negative,226295887821950976,fbi
neutral,226295887821950976,fbi
neutral,226295887821950976,fbi
neutral,226271745441665025,fbi
neutral,226271745441665025,fbi
neutral,226271745441665025,fbi
neutral,226271745441665025,fbi
neutral,226271510556467200,fbi
neutral,226271510556467200,fbi
neutral,226271510556467200,fbi
neutral,226288694716420097,fbi
neutral,226288694716420097,fbi
neutral,226288694716420097,fbi
neutral,226285180007100416,fbi
neutral,226285180007100416,fbi
neutral,226285180007100416,fbi
neutral,226285180007100416,fbi
neutral,226271938425810944,fbi
neutral,226271938425810944,fbi
neutral,226271938425810944,fbi
neutral,226257132624961536,fbi
neutral,226257132624961536,fbi
neutral,226257132624961536,fbi
neutral,228185216366297088,fbi
neutral,228185216366297088,fbi
neutral,228185216366297088,fbi
neutral,228209434181107712,fbi
neutral,228209434181107712,fbi
neutral,228209434181107712,fbi
neutral,226268054361886720,fbi
neutral,226268054361886720,fbi
neutral,226268054361886720,fbi
neutral,228246742729121793,fbi
neutral,228246742729121793,fbi
neutral,228246742729121793,fbi
neutral,226282898024718336,fbi
neutral,226282898024718336,fbi
neutral,226282898024718336,fbi
neutral,226290208780451840,fbi
neutral,226290208780451840,fbi
neutral,226290208780451840,fbi
neutral,226268310155689984,fbi
neutral,226268310155689984,fbi
neutral,226268310155689984,fbi
neutral,229548310522904577,fbi
neutral,229548310522904577,fbi
neutral,229548310522904577,fbi
neutral,226297938798858240,fbi
neutral,226297938798858240,fbi
neutral,226297938798858240,fbi
neutral,229077869245104128,fbi
neutral,229077869245104128,fbi
neutral,229077869245104128,fbi
neutral,226302997112688640,fbi
neutral,226302997112688640,fbi
neutral,226302997112688640,fbi
neutral,226279395822796800,fbi
neutral,226279395822796800,fbi
neutral,226279395822796800,fbi
neutral,228289000220266497,fbi
neutral,228289000220266497,fbi
neutral,228289000220266497,fbi
neutral,229516882569461760,fbi
neutral,229516882569461760,fbi
neutral,229516882569461760,fbi
neutral,228537294410362880,fbi
neutral,228537294410362880,fbi
neutral,228537294410362880,fbi
neutral,228291919388766209,fbi
neutral,228291919388766209,fbi
neutral,228291919388766209,fbi
neutral,226279458661859328,fbi
negative,226279458661859328,fbi
neutral,226279458661859328,fbi
neutral,226301189522870272,fbi
neutral,226301189522870272,fbi
neutral,226301189522870272,fbi
neutral,229216813911769090,fbi
neutral,229216813911769090,fbi
neutral,229216813911769090,fbi
neutral,228253067714363392,fbi
neutral,228253067714363392,fbi
neutral,228253067714363392,fbi
neutral,226279576429547520,fbi
neutral,226279576429547520,fbi
neutral,226279576429547520,fbi
neutral,226266141801189376,fbi
neutral,226266141801189376,fbi
neutral,226266141801189376,fbi
neutral,226264250144927745,fbi
neutral,226264250144927745,fbi
neutral,226264250144927745,fbi
neutral,226279739650895872,fbi
neutral,226279739650895872,fbi
neutral,226279739650895872,fbi
neutral,226272534167953409,fbi
neutral,226272534167953409,fbi
neutral,226272534167953409,fbi
negative,226277072270663680,fbi
neutral,226277072270663680,fbi
negative,226277072270663680,fbi
neutral,228180396867723264,fbi
neutral,228180396867723264,fbi
neutral,228180396867723264,fbi
neutral,226271187527942145,fbi
neutral,226271187527942145,fbi
neutral,226271187527942145,fbi
neutral,229033531169452032,fbi
neutral,229033531169452032,fbi
neutral,229033531169452032,fbi
neutral,226290095584575488,fbi
neutral,226290095584575488,fbi
neutral,226290095584575488,fbi
negative,226287272608296960,fbi
negative,226287272608296960,fbi
negative,226287272608296960,fbi
neutral,226289374281756672,fbi
neutral,226289374281756672,fbi
neutral,226289374281756672,fbi
negative,228905181360844802,fbi
neutral,228905181360844802,fbi
negative,228905181360844802,fbi
negative,226292746430861312,fbi
neutral,226292746430861312,fbi
neutral,226292746430861312,fbi
neutral,226302473055395841,fbi
neutral,226302473055395841,fbi
neutral,226302473055395841,fbi
neutral,228226672657309696,fbi
neutral,228226672657309696,fbi
neutral,228226672657309696,fbi
neutral,226280062922674176,fbi
neutral,226280062922674176,fbi
neutral,226280062922674176,fbi
neutral,226276753285451776,fbi
neutral,226276753285451776,fbi
neutral,226276753285451776,fbi
neutral,226280713035579392,fbi
neutral,226280713035579392,fbi
neutral,226280713035579392,fbi
neutral,226278766576541697,fbi
neutral,226278766576541697,fbi
neutral,226278766576541697,fbi
neutral,229028061918687235,fbi
neutral,229028061918687235,fbi
neutral,229028061918687235,fbi
neutral,229039591716446209,fbi
neutral,229039591716446209,fbi
neutral,229039591716446209,fbi
neutral,226305891366998017,fbi
neutral,226305891366998017,fbi
neutral,226305891366998017,fbi
negative,226298068746768385,fbi
neutral,226298068746768385,fbi
negative,226298068746768385,fbi
neutral,226302745492217858,fbi
negative,226302745492217858,fbi
negative,226302745492217858,fbi
negative,226296873651171329,fbi
neutral,226296873651171329,fbi
neutral,226296873651171329,fbi
neutral,229232462558007296,fbi
neutral,229232462558007296,fbi
neutral,229232462558007296,fbi
neutral,226265441528582144,fbi
neutral,226265441528582144,fbi
neutral,226265441528582144,fbi
neutral,226286010160533504,fbi
neutral,226286010160533504,fbi
neutral,226286010160533504,fbi
neutral,226281631642693633,fbi
negative,226281631642693633,fbi
negative,226281631642693633,fbi
neutral,226290804510060544,fbi
neutral,226290804510060544,fbi
neutral,226290804510060544,fbi
neutral,226298307931152384,fbi
neutral,226298307931152384,fbi
neutral,226298307931152384,fbi
neutral,229045019284221954,fbi
neutral,229045019284221954,fbi
neutral,229045019284221954,fbi
neutral,228995375585972224,fbi
neutral,228995375585972224,fbi
negative,228995375585972224,fbi
neutral,228582051966775297,fbi
neutral,228582051966775297,fbi
neutral,228582051966775297,fbi
neutral,228990300373258240,fbi
neutral,228990300373258240,fbi
neutral,228990300373258240,fbi
neutral,229518698904432641,fbi
positive,229518698904432641,fbi
neutral,229518698904432641,fbi
neutral,226257388343271424,fbi
neutral,226257388343271424,fbi
neutral,226257388343271424,fbi
neutral,229035200343052290,fbi
neutral,229035200343052290,fbi
neutral,229035200343052290,fbi
neutral,226295221057638402,fbi
neutral,226295221057638402,fbi
neutral,226295221057638402,fbi
neutral,226283795576401920,fbi
neutral,226283795576401920,fbi
neutral,226283795576401920,fbi
neutral,228276484446486528,fbi
neutral,228276484446486528,fbi
neutral,228276484446486528,fbi
neutral,228349209265455105,fbi
neutral,228349209265455105,fbi
neutral,228349209265455105,fbi
neutral,226282440803627008,fbi
neutral,226282440803627008,fbi
neutral,226282440803627008,fbi
negative,226302636440293376,fbi
neutral,226302636440293376,fbi
neutral,226302636440293376,fbi
neutral,226280218107736064,fbi
neutral,226280218107736064,fbi
neutral,226280218107736064,fbi
neutral,226288015071395840,fbi
neutral,226288015071395840,fbi
neutral,226288015071395840,fbi
neutral,226290812894470144,fbi
neutral,226290812894470144,fbi
neutral,226290812894470144,fbi
neutral,229651041539485696,holmes
neutral,229651041539485696,holmes
neutral,229651041539485696,holmes
neutral,229629587850678274,holmes
neutral,229629587850678274,holmes
neutral,229629587850678274,holmes
neutral,229104381067419649,holmes
neutral,229104381067419649,holmes
neutral,229104381067419649,holmes
neutral,226292725371248640,holmes
neutral,226292725371248640,holmes
neutral,226292725371248640,holmes
neutral,228698712300457984,holmes
neutral,228698712300457984,holmes
neutral,228698712300457984,holmes
neutral,228192103413465089,holmes
neutral,228192103413465089,holmes
neutral,228192103413465089,holmes
negative,228928891396423683,holmes
neutral,228928891396423683,holmes
neutral,228928891396423683,holmes
neutral,228600951613841408,holmes
neutral,228600951613841408,holmes
neutral,228600951613841408,holmes
neutral,228569313899057153,holmes
neutral,228569313899057153,holmes
neutral,228569313899057153,holmes
neutral,226290359842516992,holmes
neutral,226290359842516992,holmes
neutral,226290359842516992,holmes
neutral,228672770572169217,holmes
negative,228672770572169217,holmes
negative,228672770572169217,holmes
neutral,228178870141063168,holmes
neutral,228178870141063168,holmes
neutral,228178870141063168,holmes
neutral,226297318104788992,holmes
neutral,226297318104788992,holmes
neutral,226297318104788992,holmes
neutral,228955122766598144,holmes
neutral,228955122766598144,holmes
neutral,228955122766598144,holmes
neutral,228206334561120256,holmes
neutral,228206334561120256,holmes
neutral,228206334561120256,holmes
neutral,226288551942316032,holmes
neutral,226288551942316032,holmes
neutral,226288551942316032,holmes
neutral,226291328609308673,holmes
neutral,226291328609308673,holmes
neutral,226291328609308673,holmes
neutral,226296319940124672,holmes
neutral,226296319940124672,holmes
neutral,226296319940124672,holmes
negative,229585572887416832,holmes
neutral,229585572887416832,holmes
neutral,229585572887416832,holmes
neutral,228220242927706112,holmes
negative,228220242927706112,holmes
neutral,228220242927706112,holmes
neutral,228772754273480705,holmes
neutral,228772754273480705,holmes
neutral,228772754273480705,holmes
neutral,226290578059563008,holmes
neutral,226290578059563008,holmes
neutral,226290578059563008,holmes
neutral,229726669257207808,holmes
neutral,229726669257207808,holmes
neutral,229726669257207808,holmes
neutral,228450355187441664,holmes
neutral,228450355187441664,holmes
neutral,228450355187441664,holmes
neutral,229543558401622016,holmes
neutral,229543558401622016,holmes
neutral,229543558401622016,holmes
neutral,229065537857142784,holmes
neutral,229065537857142784,holmes
neutral,229065537857142784,holmes
neutral,229574059325800448,holmes
neutral,229574059325800448,holmes
neutral,229574059325800448,holmes
neutral,228219668219977728,holmes
neutral,228219668219977728,holmes
neutral,228219668219977728,holmes
negative,226293094482599937,holmes
negative,226293094482599937,holmes
negative,226293094482599937,holmes
neutral,228735873938755584,holmes
negative,228735873938755584,holmes
neutral,228735873938755584,holmes
neutral,226286811306160128,holmes
neutral,226286811306160128,holmes
neutral,226286811306160128,holmes
neutral,228307694384214016,holmes
neutral,228307694384214016,holmes
neutral,228307694384214016,holmes
neutral,229639297538609152,holmes
neutral,229639297538609152,holmes
neutral,229639297538609152,holmes
neutral,226289919339921408,holmes
neutral,226289919339921408,holmes
neutral,226289919339921408,holmes
neutral,228996335980916737,holmes
neutral,228996335980916737,holmes
neutral,228996335980916737,holmes
neutral,226299017011793920,holmes
neutral,226299017011793920,holmes
neutral,226299017011793920,holmes
neutral,226290498342629376,holmes
neutral,226290498342629376,holmes
neutral,226290498342629376,holmes
neutral,226295997024858112,holmes
neutral,226295997024858112,holmes
neutral,226295997024858112,holmes
neutral,228265277127811073,holmes
neutral,228265277127811073,holmes
neutral,228265277127811073,holmes
neutral,229009338390413313,holmes
neutral,229009338390413313,holmes
neutral,229009338390413313,holmes
neutral,228891113300312065,holmes
negative,228891113300312065,holmes
negative,228891113300312065,holmes
neutral,228176278442893312,holmes
negative,228176278442893312,holmes
neutral,228176278442893312,holmes
neutral,228696334406938625,holmes
neutral,228696334406938625,holmes
neutral,228696334406938625,holmes
neutral,228396978143363072,holmes
neutral,228396978143363072,holmes
neutral,228396978143363072,holmes
neutral,226287599956926464,holmes
neutral,226287599956926464,holmes
neutral,226287599956926464,holmes
neutral,226296114599587840,holmes
neutral,226296114599587840,holmes
neutral,226296114599587840,holmes
neutral,228178878751985664,holmes
neutral,228178878751985664,holmes
neutral,228178878751985664,holmes
neutral,226291270073610240,holmes
neutral,226291270073610240,holmes
neutral,226291270073610240,holmes
neutral,228387755124731904,holmes
neutral,228387755124731904,holmes
neutral,228387755124731904,holmes
neutral,228867809806008320,holmes
neutral,228867809806008320,holmes
neutral,228867809806008320,holmes
neutral,228228170229370880,holmes
neutral,228228170229370880,holmes
neutral,228228170229370880,holmes
neutral,229698529621315584,holmes
neutral,229698529621315584,holmes
neutral,229698529621315584,holmes
neutral,228746934226137088,holmes
neutral,228746934226137088,holmes
neutral,228746934226137088,holmes
neutral,226304876471283713,holmes
neutral,226304876471283713,holmes
neutral,226304876471283713,holmes
neutral,229092129706745856,holmes
neutral,229092129706745856,holmes
neutral,229092129706745856,holmes
neutral,226295565108011009,holmes
neutral,226295565108011009,holmes
neutral,226295565108011009,holmes
neutral,226289273484222464,holmes
neutral,226289273484222464,holmes
neutral,226289273484222464,holmes
neutral,228177771434762241,holmes
neutral,228177771434762241,holmes
neutral,228177771434762241,holmes
positive,226303622382755841,holmes
neutral,226303622382755841,holmes
neutral,226303622382755841,holmes
neutral,228795676132270080,holmes
neutral,228795676132270080,holmes
neutral,228795676132270080,holmes
neutral,228226458856853505,holmes
neutral,228226458856853505,holmes
neutral,228226458856853505,holmes
neutral,228966426441048064,holmes
neutral,228966426441048064,holmes
neutral,228966426441048064,holmes
neutral,226298546998108160,holmes
neutral,226298546998108160,holmes
neutral,226298546998108160,holmes
negative,226288673522589697,holmes
neutral,226288673522589697,holmes
neutral,226288673522589697,holmes
neutral,228209597909979136,holmes
neutral,228209597909979136,holmes
neutral,228209597909979136,holmes
neutral,228539408381513728,holmes
neutral,228539408381513728,holmes
neutral,228539408381513728,holmes
neutral,229645241156763648,holmes
neutral,229645241156763648,holmes
neutral,229645241156763648,holmes
negative,228556240060555267,holmes
neutral,228556240060555267,holmes
negative,228556240060555267,holmes
neutral,228497423427846144,holmes
neutral,228497423427846144,holmes
neutral,228497423427846144,holmes
neutral,226291576085835776,holmes
neutral,226291576085835776,holmes
neutral,226291576085835776,holmes
neutral,228733269234024448,holmes
neutral,228733269234024448,holmes
neutral,228733269234024448,holmes
neutral,228200072586870784,holmes
neutral,228200072586870784,holmes
neutral,228200072586870784,holmes
neutral,228913393518665728,holmes
neutral,228913393518665728,holmes
neutral,228913393518665728,holmes
neutral,226296588392357888,holmes
neutral,226296588392357888,holmes
neutral,226296588392357888,holmes
neutral,226306008555847680,holmes
neutral,226306008555847680,holmes
neutral,226306008555847680,holmes
neutral,228249716448690176,holmes
neutral,228249716448690176,holmes
neutral,228249716448690176,holmes
neutral,226303030751019008,holmes
neutral,226303030751019008,holmes
neutral,226303030751019008,holmes
neutral,228930023887867905,holmes
neutral,228930023887867905,holmes
neutral,228930023887867905,holmes
neutral,229059875412516864,holmes
neutral,229059875412516864,holmes
neutral,229059875412516864,holmes
neutral,226287436232261632,holmes
neutral,226287436232261632,holmes
neutral,226287436232261632,holmes
neutral,226291013986185217,holmes
neutral,226291013986185217,holmes
neutral,226291013986185217,holmes
neutral,226296525318410240,holmes
neutral,226296525318410240,holmes
neutral,226296525318410240,holmes
neutral,226305073242841088,holmes
neutral,226305073242841088,holmes
neutral,226305073242841088,holmes
neutral,228177092074950656,holmes
neutral,228177092074950656,holmes
neutral,228177092074950656,holmes
neutral,226290032632283137,holmes
neutral,226290032632283137,holmes
neutral,226290032632283137,holmes
neutral,226294172246753280,holmes
neutral,226294172246753280,holmes
neutral,226294172246753280,holmes
neutral,228206733170982914,holmes
neutral,228206733170982914,holmes
positive,228206733170982914,holmes
neutral,226299679753781249,holmes
neutral,226299679753781249,holmes
neutral,226299679753781249,holmes
negative,226294478749712384,holmes
neutral,226294478749712384,holmes
neutral,226294478749712384,holmes
neutral,226296475133542400,holmes
neutral,226296475133542400,holmes
neutral,226296475133542400,holmes
neutral,226295921644826625,holmes
neutral,226295921644826625,holmes
neutral,226295921644826625,holmes
neutral,226305274850463745,holmes
neutral,226305274850463745,holmes
neutral,226305274850463745,holmes
neutral,228866581206298625,holmes
neutral,228866581206298625,holmes
neutral,228866581206298625,holmes
neutral,226292159165382656,holmes
neutral,226292159165382656,holmes
neutral,226292159165382656,holmes
neutral,228471146092314624,holmes
neutral,228471146092314624,holmes
neutral,228471146092314624,holmes
neutral,228929063702646785,holmes
negative,228929063702646785,holmes
neutral,228929063702646785,holmes
neutral,228735655956602881,holmes
neutral,228735655956602881,holmes
neutral,228735655956602881,holmes
neutral,226288694716420097,holmes
neutral,226288694716420097,holmes
neutral,226288694716420097,holmes
neutral,228824381973987328,holmes
neutral,228824381973987328,holmes
neutral,228824381973987328,holmes
neutral,226292549206306817,holmes
neutral,226292549206306817,holmes
neutral,226292549206306817,holmes
negative,226297519662055426,holmes
neutral,226297519662055426,holmes
negative,226297519662055426,holmes
neutral,229221142303481857,holmes
neutral,229221142303481857,holmes
neutral,229221142303481857,holmes
negative,228292842370498561,holmes
neutral,228292842370498561,holmes
negative,228292842370498561,holmes
neutral,226286303996702722,holmes
neutral,226286303996702722,holmes
neutral,226286303996702722,holmes
neutral,228972726193381376,holmes
neutral,228972726193381376,holmes
neutral,228972726193381376,holmes
neutral,228235782857555968,holmes
neutral,228235782857555968,holmes
neutral,228235782857555968,holmes
neutral,228541400751415296,holmes
neutral,228541400751415296,holmes
neutral,228541400751415296,holmes
neutral,228177754573639680,holmes
neutral,228177754573639680,holmes
neutral,228177754573639680,holmes
neutral,229708671247056896,holmes
negative,229708671247056896,holmes
neutral,229708671247056896,holmes
neutral,228939524250677249,holmes
neutral,228939524250677249,holmes
neutral,228939524250677249,holmes
neutral,229019241133780992,holmes
neutral,229019241133780992,holmes
neutral,229019241133780992,holmes
neutral,226298018691940352,holmes
neutral,226298018691940352,holmes
neutral,226298018691940352,holmes
neutral,226290053528293376,holmes
neutral,226290053528293376,holmes
neutral,226290053528293376,holmes
neutral,229311026347274240,holmes
neutral,229311026347274240,holmes
neutral,229311026347274240,holmes
